だれが,なにを,エリア,どこで,施設名,住所,電話番号
障がいのある方・車いす使用者,暮らし,福岡エリア,須恵町,香椎線 須恵中央駅,811‐2113　福岡県糟屋郡須惠町大字須惠,-
障がいのある方・車いす使用者,暮らし,福岡エリア,須恵町,川子団地内簡易郵便局,福岡県糟屋郡須惠町上須惠１３２２－４６,-
障がいのある方・車いす使用者,暮らし,福岡エリア,新宮町,シーオーレ新宮,811‐0124　福岡県糟屋郡新宮町新宮東２丁目５−１,0929632995
障がいのある方・車いす使用者,暮らし,福岡エリア,新宮町,そぴあしんぐう,811‐0117　福岡県糟屋郡新宮町新宮東４丁目１−１,0929625555
障がいのある方・車いす使用者,暮らし,福岡エリア,新宮町,新宮町ボランティアセンター,811‐0119　福岡県新宮町緑ケ浜四丁目3番1号,-
障がいのある方・車いす使用者,暮らし,福岡エリア,新宮町,沖田中央公園駐車場,811‐0120　福岡県新宮町中央駅前二丁目7番1号,-
障がいのある方・車いす使用者,暮らし,福岡エリア,新宮町,新宮町役場,811‐0119　福岡県新宮町緑ヶ浜一丁目1番1号,-
障がいのある方・車いす使用者,暮らし,福岡エリア,新宮町,JR九州新宮中央駅,811‐0120　福岡県糟屋郡新宮町中央駅前２丁目１,-
障がいのある方・車いす使用者,暮らし,福岡エリア,新宮町,渡船　しんぐう,811‐0116　福岡県糟屋郡新宮町湊437番地2,-
障がいのある方・車いす使用者,暮らし,福岡エリア,新宮町,福岡県立粕屋新光園,811‐0119　福岡県糟屋郡新宮町緑ヶ浜4丁目2-1,0929622231
障がいのある方・車いす使用者,暮らし,福岡エリア,新宮町,医療法人原外科医院,福岡県糟屋郡新宮町新宮東2丁目15番13号,-
障がいのある方・車いす使用者,暮らし,福岡エリア,久山町,下山田公民館（下山田集会所）,811‐2502　福岡県糟屋郡久山町山田1726,0929760473
障がいのある方・車いす使用者,暮らし,福岡エリア,久山町,久山町立　町民体育センター,811‐2501　福岡県糟屋郡久山町大字久原3554,-
障がいのある方・車いす使用者,暮らし,福岡エリア,久山町,久山療育園重症児者　医療療育センター,811‐2501　福岡県糟屋郡久山町大字久原1869,0929762281
障がいのある方・車いす使用者,暮らし,福岡エリア,久山町,西日本シティ銀行　久山支店,811‐2501　福岡県糟屋郡久山町大字久原1064-3,0929763733
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,原町区公民館,811‐2307　粕屋町原町5丁目2-35,0929385752
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,遠賀信用金庫空港東支店,811‐2304　福岡県糟屋郡粕屋町仲原２７０４−１,0926118611
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,サンレイクかすや,811‐2309　福岡県粕屋町駕与丁一丁目６番１号,0929313309
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,ＪＡ粕屋　大川支所,811‐2318　福岡県糟屋郡粕屋町戸原東３丁目４−２０,0929382800
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,片井整形外科・内科病院,811‐2302　福岡県糟屋郡粕屋町大字大隈132-1,0929384860
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,千鳥橋病院附属　粕屋診療所,811‐2304　福岡県糟屋郡粕屋町大字仲原2531-1,0926221890
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,粕屋警察署,811‐2301　福岡県粕屋町上大隈１４７−１,0929390110
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,ＪＡ粕屋　本所,811‐2302　福岡県糟屋郡粕屋町大隈1229,0929382511
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,医療法人社団三誠会　 ひまわり病院,811‐2317　福岡県糟屋郡粕屋町長者原東1-10-3,0929381311
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,粕屋町福祉センター,福岡県粕屋町大字長者原２５２,-
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,西鉄貝塚線西鉄新宮駅,811‐0112　福岡県糟屋郡新宮町下府５丁目１,0926512524
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,福北ゆたか線原町駅,811‐2307　福岡県糟屋郡粕屋町１丁目９,-
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,福北ゆたか線門松駅,811‐2302　福岡県糟屋郡粕屋町大字大隈,-
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,香椎線 伊賀駅,811‐2316　福岡県糟屋郡粕屋町長者原西1丁目20,-
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,香椎線 長者原駅,811‐2317　福岡県糟屋郡粕屋町長者原東1丁目9,0929390893
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,福北ゆたか線長者原駅,811‐2317　福岡県糟屋郡粕屋町長者原東1-9,-
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,福北ゆたか線柚須駅,811‐2305　福岡県糟屋郡粕屋町大字柚須,-
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,粕屋保健福祉事務所,811‐2318　福岡県糟屋郡粕屋町戸原東1-7-26,0929391500
障がいのある方・車いす使用者,暮らし,福岡エリア,粕屋町,福岡県計量検定所,811‐2302　福岡県糟屋郡粕屋町大字大隈188番地の2,0929391541
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,筑前あさくら農業協同組合　夜須支店,福岡県筑前町東小田1653,-
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,筑前町　農業者トレーニングセンター,838‐0214　福岡県朝倉郡筑前町東小田3539-1,0946423973
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,医療法人うら梅の郷会　朝倉記念病院,838‐0825　福岡県朝倉郡筑前町大久保500,0946221011
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,知的障害者更生施設　第二野の花学園,838‐0202　福岡県朝倉郡筑前町三箇山1147-2,0946424131
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,日新会稲永病院,838‐0802　福岡県筑前町久光1264,0946220288
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,ちくぜん少年大使館,福岡県筑前町高田2317番地１,-
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,曽根田親水公園,福岡県朝倉郡筑前町曽根田640番地1,-
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,身体障害者療護施設　菊池園,838‐0823　福岡県朝倉郡筑前町山隈1607-11,0946247311
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,こども未来館,838‐0816　福岡県筑前町新町450番地,0946423385
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,筑前町農業者トレーニングセンター,838‐0214　福岡県朝倉郡筑前町東小田1576-2,0946423973
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,筑前町めくばーる図書館,838‐0802　福岡県朝倉郡筑前町久光951-1,0946247100
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,筑前町コスモス図書館,838‐0298　福岡県朝倉郡筑前町篠隈373,0946426624
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,めくばーる　健康福祉館,838‐0802　福岡県朝倉郡筑前町久光951-1,0946248763
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,めくばーる　めくばり館,838‐0802　福岡県筑前町久光951番地1,0946248760
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,筑前町役場　総合支所,838‐8585　福岡県筑前町新町421番地5,0946222771
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,筑前町めくばーる学習館,838‐0802　福岡県朝倉郡筑前町久光951-1,0946248762
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,筑前町役場　本庁舎,838‐0298　福岡県朝倉郡筑前町篠隈373番地,0946423111
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,男女共同参画センター　リブラ,838‐0816　福岡県朝倉郡筑前町新町440番地,0946223996
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,コスモスプラザ,838‐0298　福岡県筑前町篠隈373番地,0946426643
障がいのある方・車いす使用者,暮らし,福岡エリア,筑前町,福岡県立夜須高原記念の森,838‐0201　福岡県朝倉郡筑前町櫛木3-6,0946420590
障がいのある方・車いす使用者,暮らし,福岡エリア,東峰村,棚田親水公園,838‐1701　福岡県朝倉郡東峰村大字宝珠山3100,0946722759
障がいのある方・車いす使用者,暮らし,福岡エリア,東峰村,東峰村役場　宝珠山庁舎,838‐1792　福岡県朝倉郡東峰村大字宝珠山6425,0946722311
障がいのある方・車いす使用者,暮らし,福岡エリア,東峰村,福井コミュニティセンター,838‐1702　福岡県朝倉郡東峰村大字福井926-7,-
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,こはまクリニック,福岡県大牟田市小浜町９５番６,-
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,医療法人悠久会　大牟田共立病院,836‐0012　福岡県大牟田市 明治町3-7−5,0944535461
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,リフレスおおむた,837‐0901　福岡県大牟田市大字四ケ1221番地,0944587777
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大牟田柳川信用金庫　吉野支店,837‐0911　福岡県大牟田市 大字橘1563-1,0944582166
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大牟田市保健所,836‐0843　福岡県大牟田市不知火町1丁目5番地1,-
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,福岡地方裁判所大牟田支部　福岡家庭裁判所大牟田支部　大牟田簡易裁判所,836‐0052　福岡県大牟田市白金町101,0944533503
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,兼行病院,837‐0924　福岡県大牟田市大字歴木977-4,0944540055
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大正町公衆トイレ,836‐0047　福岡県大牟田市大正町1丁目10番地大正町交番裏,-
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大牟田柳川信用金庫　新栄町支店,836‐0041　福岡県大牟田市 新栄町21-2,0944542795
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,医療法人静光園　第二病院,836‐0885　福岡県大牟田市下池町29,0944528881
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,南大牟田病院,836‐0094　福岡県大牟田市 臼井町23−1,0944572000
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,ハローワーク大牟田,836‐0047　福岡県大牟田市 大正町6-2-3,0944531551
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,ふれんず,836‐0003　福岡県大牟田市大字唐船264-1,0944534896
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大牟田市葬祭場,836‐0872　福岡県大牟田市 黄金町2-210-2,0944524106
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,西鉄大牟田線大牟田駅,836‐0843　福岡県大牟田市不知火町1丁目,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,西鉄大牟田線新栄町駅,836‐0041　福岡県大牟田市新栄町,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,西鉄大牟田線西鉄銀水駅,837‐0917　福岡県大牟田市大字草木,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,西鉄大牟田線東甘木駅,837‐0905　福岡県大牟田市大字甘木,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,西鉄大牟田線倉永駅,837‐0906　福岡県大牟田市大字倉永,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,西鉄大牟田線西鉄渡瀬駅,837‐0906　福岡県大牟田市大字倉永,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,新大牟田駅駐車場,837‐0910　福岡県大牟田市岩本新町1丁目300,-
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大牟田市総合福祉センター,836‐0815　福岡県大牟田市瓦町9-3,-
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,市営大牟田駅東口駐車場,福岡県大牟田市大牟田1-1232-6,-
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,JR九州吉野駅,837‐0906　福岡県大牟田市大字倉永,-
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,JR九州銀水駅,837‐0917　福岡県大牟田市大字草木２２９,-
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,JR九州大牟田駅,836‐0843　福岡県大牟田市不知火町1,0944520052
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,JR九州新幹線　新大牟田駅,837‐0913　福岡県大牟田市大字岩本2509-3,-
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,福岡地方裁判所大牟田支部・福岡家庭裁判所大牟田支部・大牟田簡易裁判所,836‐0052　福岡県大牟田市白金町101,0944533503
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,明治小学校（体育館）,大牟田市明治町2-21-1,0944536017
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,勝立地区公民館,大牟田市新勝立町4-1-1,0944510393
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,みなと小学校（校舎・体育館）,大牟田市上屋敷2-3-1,0944536004
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,駛馬小学校（校舎・体育館）,大牟田市馬場町17,0944536008
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,エコサンクセンター,836‐0011　大牟田市健老町461,0944412735
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,天領小学校（校舎・体育館）,大牟田市天領町1-145-1,0944536006
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大牟田中央小学校（校舎・体育館）,大牟田市笹林町1-1-3,0944536014
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,労働福祉会館,836‐0851　大牟田市笹林1-1-1,0944575930
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,甘木中学校（体育館）,大牟田市大字甘木613-1,0944580033
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,サン・アビリティーズおおむた,836‐0004　大牟田市大字手鎌1380-3,0944510876
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,中央地区公民館,大牟田市原山町13-3,0944531502
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,田隈中学校（体育館）,大牟田市大字田隈338,0944536040
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,手鎌地区公民館,大牟田市大字手鎌1300-42,0944566008
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,平原小学校（校舎・体育館）,大牟田市平原町333,0944536019
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大牟田市役所,836‐8666　大牟田市有明町2-3,0944412222
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大牟田市立図書館,大牟田市宝坂町2-2-3,0944554504
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,手鎌小学校（校舎・体育館）,大牟田市大字唐船395,0944536025
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,三池小学校（校舎）,大牟田市大字新町289-1,0944536021
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,駛馬地区公民館,大牟田市馬込町１-20-1,0944575443
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,倉永小学校（体育館）,大牟田市大字倉永1307,0944581038
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,白光中学校（校舎・体育館）,大牟田市椿黒町32,0944536036
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,三川地区公民館,大牟田市上屋敷町1-12-3,0944525957
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,白川小学校（体育館）,大牟田市中白川1-183,0944536018
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,吉野地区公民館,大牟田市大字白銀781-3,0944583479
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,宅峰中学校（校舎・体育館）,大牟田市右京町1,0944536034
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,吉野小学校（体育館）,大牟田市大字白銀967-17,0944581037
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,三池地区公民館,大牟田市大字三池629-2,0944538343
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,御大典記念グランド,大牟田市黄金町1-123,0944530321
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,天の原小学校（体育館）,大牟田市笹原町3-116,0944536009
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大牟田特別支援学校（高等部校舎）,大牟田市天道町24,0944569671
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大正小学校（体育館）,大牟田市大正町5-5-9,0944536015
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,宮原中学校（校舎・体育館）,大牟田市米生町2-26,0944536032
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大牟田総合庁舎,836‐0034　福岡県大牟田市小浜町24-1,0944415112
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,福岡県立大牟田高等技術専門校,837‐0924　福岡県大牟田市大字歴木475番地,0944540320
障がいのある方・車いす使用者,暮らし,筑後エリア,大牟田市,大牟田児童相談所,836‐0027　福岡県大牟田市西浜田町４−１,0944542344
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄大牟田線聖マリア病院前駅,830‐0047　福岡県久留米市津福本町453-2,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄大牟田線犬塚駅,830‐0112　福岡県久留米市三潴町玉満,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄大牟田線三潴駅,830‐0102　福岡県久留米市三潴町田川,0944722503
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄大牟田線大善寺駅,830‐0073　福岡県久留米市大善寺町宮本,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄大牟田線安武駅,830‐0072　福岡県久留米市安武町安武本,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄大牟田線津福駅,830‐0047　福岡県久留米市津福本町,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄試験場前駅,830‐0047　久留米市津福本町453-2,0570001010
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄大牟田線花畑駅,830‐0039　福岡県久留米市花畑一丁目,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄大牟田線西鉄久留米駅,830‐0032　福岡県久留米市東町309-2,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄大牟田線櫛原駅,830‐0003　福岡県久留米市東櫛原町,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄大牟田線宮の陣駅,839‐0801　福岡県久留米市宮ノ陣5丁目2,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄甘木線五郎丸駅,839‐0801　福岡県久留米市宮ノ陣6丁目4,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄甘木線学校前駅,839‐0803　福岡県久留米市宮ノ陣町大杜,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄甘木線古賀茶屋駅,839‐0805　福岡県久留米市宮ノ陣町八丁島,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄甘木線北野駅,830‐1122　福岡県久留米市北野町今山,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄甘木線大城駅,830‐1125　福岡県久留米市北野町乙丸,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄甘木線金島駅,830‐1102　福岡県久留米市北野町八重亀,0942343322
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,JAくるめ　東部支店,839‐0824　福岡県久留米市　善導寺町飯田620-2,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,JAみづま 本所,830‐0102　福岡県久留米市　三潴町田川211,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,JAくるめ　北部支店,839‐0803　福岡県久留米市　宮ノ陣町大社426-1,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,福岡トヨタ　久留米本店,830‐0033　福岡県久留米市　天神町2丁目38番地,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,JAくるめ　本店・中央支店,830‐0036　福岡県久留米市　篠原町4番地の7,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,高良台リハビリテーション病院,830‐0063　福岡県久留米市　藤光町965番地の２,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,JAくるめ 西部支店,830‐0062　福岡県久留米市　荒木町白口2371,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,北野生涯学習センター別館,830‐1113　久留米市北野町中3298-2,0942785939
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,北野生涯学習センター本館,830‐1113　久留米市北野町中273-1,0942782308
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久大本線善導寺駅,839‐0824　福岡県久留米市善導寺町飯田,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久大本線田主丸駅,839‐1233　福岡県久留米市田主丸町田主丸,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久大本線筑後草野駅,839‐0834　福岡県久留米市草野町紅桃林,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久大本線南久留米駅,839‐0862　福岡県久留米市野中町,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久大本線久留米高校前駅,830‐0038　福岡県久留米市西町,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久大本線御井駅,839‐0851　福岡県久留米市御井町,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久大本線久留米駅,830‐0022　福岡県久留米市城南町２－２１,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久大本線久留米大学前駅,839‐0842　福岡県久留米市御井朝妻１丁目８,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,JR九州久留米駅,830‐0022　福岡県久留米市城南町２－２１,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,JR九州新幹線　久留米駅,830‐0022　福岡県久留米市城南町２－２１,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,東国分校区コミュニティセンター,839‐0863　久留米市国分町462番地9,0942220507
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,篠山コミュニティセンター,830‐0022　久留米市城南町22-28,0942322553
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,京町校区コミュニティセンター,830‐0049　久留米市大石町１４３,0942350171
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,犬塚校区コミュニティセンター,830‐0112　久留米市三潴町玉満２９２２−２,0942549012
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,草野校区コミュニティセンター,839‐0837　久留米市草野町矢作５０６−１,0942470002
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,江上校区コミュニティセンター,830‐0213　久留米市城南町江上３１２−３,0942558746
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,南校区コミュニティセンター,830‐0051　久留米市南一丁目2-41,0942334537
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,福岡地方裁判所久留米支部・福岡家庭裁判所久留米支部・久留米簡易裁判所・久留米検察審査会,830‐8530　福岡県久留米市篠山町21,0942325387
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,JR九州荒木駅,830‐0062　福岡県久留米市荒木町白口,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市シルバー人材センター,830‐0038　久留米市西町873-7,0942355229
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市児童センター,830‐0031　久留米市六ツ門町3-11 くるめりあ六ツ門５階,0942353809
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市斎場,839‐0852　久留米市高良内町4030-1,0942214433
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,ＪＲ久留米駅,830‐0022　久留米市城南町225,0942322105
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,ＪＲ久留米駅東西自由通路,830‐0022　久留米市城南町225,0942216177
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄花畑駅,830‐0039　久留米市花畑1丁目,0570001010
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄久留米駅,830‐0032　久留米市東町72-8,0570001010
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西鉄久留米バスセンター,830‐0032　久留米市東町上天神316-2,-
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市北野総合支所（本館）,830‐1192　久留米市北野町中3245-3,0942783551
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市城島総合支所,830‐0211　久留米市城島町楢津743-2,0942622111
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,田主丸総合支所（田主丸地域保健センター等複合施設）,839‐1233　久留米市田主丸町田主丸４５９−１１,0943722111
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市北野総合支所（西別館）,830‐1122　久留米市北野町今山564−2,0942783696
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,三潴保健センター,830‐0112　久留米市三潴町玉満2779-1,0942642313
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市三潴総合支所,830‐0112　久留米市三潴町玉満2779-1,0942642311
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市田主丸総合支所,839‐1233　久留米市田主丸町田主丸459-11,0943722111
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,田主丸中央病院,839‐1213　久留米市田主丸町益生田892,0943722460
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市社会福祉協議会（はーとふる久留米）,830‐0027　久留米市長門石一丁目1-34,0942343035
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,市民活動サポートセンター・みんくる,830‐0031　久留米市六ツ門町3-11 くるめりあ六ツ門６階,0942309067
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,西国分校区コミュニティセンター,830‐0037　久留米市諏訪野町１５６２−１,0942334529
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米地域地場産業振興センター,839‐0809　久留米市東合川5-8-5,0942443700
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市城島ふれあいセンター,830‐0203　久留米市城島町浜293,0942626226
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米地域職業訓練センター,839‐0809　久留米市東合川5-9-10,0942445201
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市役所本庁舎,830‐8520　久留米市城南町15-3,0942309000
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,久留米市野中生涯学習センター,839‐0862　久留米市野中町1075-2,0942344996
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,田中まさはるクリニック,830‐1122　久留米市北野町今山370-1,0942413535
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,日本年金機構 久留米年金事務所,830‐0037　久留米市諏訪野町2401,0942336192
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,福岡銀行 久留米営業部,830‐0017　久留米市日吉町16-18,0942324431
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,福岡銀行 大善寺支店,830‐0073　久留米市大善寺町宮本2152,0942272161
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,福岡銀行 東久留米支店,830‐0032　久留米市東町37-11,0942325225
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,安本病院,830‐0112　久留米市三潴町玉満2371,0942642032
障がいのある方・車いす使用者,暮らし,筑後エリア,久留米市,福岡銀行 久留米市庁内出張所,830‐0022　久留米市城南町15-3,0942358710
